bsb10502011_00084_25	1797	3	00084	ARZNEYGELAHRTHEIT	26	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502011/canvas/84/view	Die Einbildungskraft hängt von der Fertigkeit des Seelenorgans ab, öfters wiederholte Senſationen nach vorhergegangenen geringen Reizen wieder zu erregen.
bsb10502061_00475_39	1815	4	00475	SCHÖNE KÜNSTE	40	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502061/canvas/475/view	Zu meinem Herzen redeten dieſe eine wunderbare Geiſterſprache, welche rein und mächtig das weite Reich der Phantaſie umfaſst, jedem leiſeſten, namenloſen Gefühl überirdiſche Worte leiht, jedem Volk verſtändlich iſt; alles, vom heiligſten Ideenſchwung bis zum kindlich tändelnden Spiel der Einbildungskraft, auszudrücken vermag, nur Bosheit, Verworfenheit und Verbrechen nicht!
bsb10502058_00248_5	1815	1	00248	ARZNEYGELAHRTHEIT	6	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502058/canvas/248/view	Hier iſt die Einbildungskraft der Mutter aufgeſchreckt und fürchtet in jedem etwas abweichenden Ton des Athmens ſchlafender Kinder oder ihres Huſtens den erneuerten Ausbruch der groſsen Krankheit.
bsb10501989_00216_42	1791	3	00216	GESCHICHTE	43	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501989/canvas/216/view	Indeſſen, was auch ſeine Meynung und Abſicht ſeyn mochte: der Würde der Geſchichte war er es in jedem Falle ſchuldig, ſeiner Redſeligkeit weniger Einmiſchung fremdartiger Dinge, und ſeiner verdobenen Einbildungskraft weniger Schildereyen für die grobe Sinnlichkeit zu erlauben.
bsb10502021_00331_75	1801	1	00331	GESCHICHTE	76	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502021/canvas/331/view	Wir wiſſen wohl, daſs ſchon mehrere unſerer neuern Geſchichtſchreiber, wenn auch nicht öffentlich ſich zu dieſem Grundſatze bekannten, doch nach demſelben handelten; das durch eine lebhafte Einbildungskraft zu ergänzen, ſehr ſchön zu ergänzen wuſsten, wozu die beſtimmten Angaben in den Quellen fehlten; aber wir wiſſen auch, daſs ein ſolches Verfahren ſehr bald den Grad der Zuverläſſigkeit, welchen die Geſchichte noch beſitzt, gänzlich vernichten, Miſstrauen auch gegen wirkliche Thatſachen erregen würde, weil nur wenige in der Lage ſind, das was man wirklich weiſs, von der willkürlichen Ergänzung, und was jeder Schriftſteller nach ſeiner Deckungsart auf eine andere Art ergänzen würde, zu ſichten.
bsb10502096_00367_63	1826	5	00367	ERBAUUNGSSCHRIFTEN	64	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502096/canvas/367/view	„Was der Dichter (S. XIII) mit der glühendſten Einbildungskraft, mit dem tiefſten und frömmſten Gemüthe, mit dem ahnungsvollſten Hoffen in der höchſten Begeiſterung in Worte gefaſst hat, deſſen Schönheit und Wahrheit will empfunden ſeyn.
bsb10502033_00464_27	1804	1	00464	PHILOSOPHIE	28	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502033/canvas/464/view	Die reproductive Einbildungskraft ſtellt der Vf. durch die Vermögen der Behaltung, der Nachempfindung und Nachbildung im engern Sinne bedingt dar, und entwirft in Beziehung auf die Vermögen der Aſſociation und niedern Abſtraction mehrere treffende Naturgeſetze.
bsb10502060_00067_75	1815	3	00067	PHILOSOPHIE	76	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502060/canvas/67/view	Er nimmt an, daſs ſo weit die Geſchichte unſeres Geſchlechts reicht, beſtimmte Merkmale einer abſichtlichen Richtung des Geiſtes auf die Erzeugung einer Wiſſenſchaft, dergleichen die Philoſophie ſeyn ſoll, nur bey zwey groſsen Völkern des Alterthums, den Griechen und Römern, doch hauptſächlich bey den erſten angetroffen werden, daſs dasjenige, was man von einer ſogenannten Barbariſchen Philoſophie erzählt hat, in mythologiſchen mehr von der dichtenden Einbildungskraft als philoſophirenden Vernunft erzeugten Vorſtellungsarten, in einigen mathematiſch-phyſikaliſchen Kenntniſſen ohne philoſophiſchen Forſchungsgeiſt und in Ausſprüchen des geſunden Menſchenverſtandes und moraliſchen Gefühls ohne Ableitung aus höheren Principien beſtehe; daſs es aus dieſen Gründen und wegen der Beſchaffenheit der Denkmale und Nachrichten jener Völker keine Geſchichte der Philoſophie derſelben geben könne.
bsb10541099_00340_49	1794	3	00340	SCHÖNE KÜNSTE	50	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10541099/canvas/340/view	Andeuten mag er jene Ideen, anſpielen jene Empfindungen; doch ausführen ſoll er ſie nicht ſelbſt, nicht der Einbildungskraft ſeines Leſers vorgreifen.
bsb10502071_00332_23	1818	2	00332	PHILOSOPHIE	24	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502071/canvas/332/view	Auch Erinnerungs- und Einbildungskraft haben Einfluſs, ihre gute Richtung entſpringt ſchon aus der vorhandnen Tugendgeſinnung, zeigt ſich in Sprache und Rede.
bsb10502089_00426_110	1823	5	00426	ERBAUUNGSSCHRIFTEN	111	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502089/canvas/426/view	„Darauf (dem Kinde ſchon beym Werden und Entſtehen Keime des Guten einzuflöſsen, die ſich mit den Jahren inſtinctartig entwickeln) will ich mehr achten, als auf die Vorſtellungen ſolcher Perſonen, die der Einbildungskraft beym Anblicke frappanter Gegenſtände einen ſtarken Einfluſs auf die körperliche Bildung der Kinder in ihrem Entſtehen zuſchreiben.“
bsb10502050_00490_11	1812	3	00490	PHILOSOPHIE	12	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502050/canvas/490/view	Ob 6) ſchon viel Gedächtniſs und eine groſse Einbildungskraft dazu gehöre, um die Methode ausüben zu können, darüber könne nur die Erfahrung entſcheiden: dem Vf. ſey kein Beyſpiel bekannt, daſs irgend einer von denen, welche er in ſeiner Methode unterrichtete, obwohl einige derſelben ein ſehr ſchwaches Gedächtniſs hatten, Schwierigkeiten im Behalten der Ordnungsbilder gefunden hätte.
bsb10502042_00386_105	1806	2	00386	PHILOSOPHIE	106	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/386/view	Ueberhaupt iſt dieſer Aufſatz ſehr reichhaltig an feinen Bemerkungen über die Wirkungen und Folgen der zügelloſen und der gehörig beherrſchten Einbildungskraft, und über die gehörige Diät und Diſciplin dieſes Vermögens.
bsb10502031_00466_38	1803	3	00466	PHILOSOPHIE	39	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502031/canvas/466/view	Es werden, drey Perioden feſtgeſetzt: 1) die Dichtungsperiode, das Zeitalter der kosmogoniſchen Metaphyſiken, handelnde Denkungsperiode unterm Vorſitz der Einbildungskraft.
bsb10502047_00036_70	1811	3	00036	PHILOSOPHIE	71	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502047/canvas/36/view	Eben ſo wenig richtig ſetzt der Vf. den zweyten Unterſchied zwiſchen Gedächtniſs und Einbildungskraft darin; „daſs wir bey der Einbildungskraft(?) nicht wiſſen, ob die wiedererweckte Vorſtellung ſchon ein oder mehrere male in der Seele geweſen iſt, noch wo und wann ſie zuerſt aufgenommen wurde, wovon bey, der Aeuſserung der Gedächtniſskraft das Gegentheil ſtatt finde:“ denn man kann etwas aus dem Gedächtniſſe herſagen, ohne ſich bewuſst zu ſeyn, es vorher und wo? oder wann ? gelernt zu haben, und man kann im Gegentheil bey Vorſtellungen der Einbildungskraft gar wohl wiſſen, ob ſie ſchon ein oder mehrere male in der Seele geweſen und wo oder wann man ſie aufgenommen habe.
bsb10541082_00314_56	1790	2	00314	PHILOSOPHIE	57	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10541082/canvas/314/view	Wenn S.5. geſagt wird: „Objective Ideenaſſociation gründet ſich auf Einwirkung äuſserer Gegenſtände, auf beſtimmte Naturgeſetze, auf einen von unſerer Denkkraft unabhängigen Cauſalzuſammenhang; Subjective Ordnung (Verknüpfung oder bloſse Verbindung?) beruht auf ſubjectiven Geſetzen der vorſtellenden Kraft, auf den Geſetzen des Witzes (?) der Einbildungskraft und der Vernunft; jene hat alſo ihren Grund in dem einwirkenden Objecte, dieſe im Erkennenden Subjecte“ - ſo iſt hier der Unterſchied zwiſchen dem Objectiven und Subjectiven auf eine Art angegeben, die weventliche Miſsverſtändnisse vorausſetzt, und veranlaſst.
bsb10502054_00060_16	1814	1	00060	PHILOSOPHIE	17	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502054/canvas/60/view	Indem der Vf. zum Behufe derſelben das Syſtem der Präformation annimmt und zu vertheidigen ſucht, bemerkt er (S.27–28.) treffend, daſs die Hauptſchwierigkeiten, welche der vollendetſten Vorbildung entgegenſtehen, uns unſere Einbildungskraft mache, die unermeſsliche Theilbarkeit des Raums, wie Rec. es kurz ausdrücken würde, in ihren Bildern nicht erreichen kann.
bsb10502002_00278_36	1795	3	00278	SCHÖNE KÜNSTE	37	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502002/canvas/278/view	Ein liebendes Paar in der Periode der entſtehenden Leidenſchaft, das freundliche Leben und Weben einer gutmüthigen Familie, und die Naturſcenen des Genfer Sees ſind an ſich ſelbſt ſo anziehende Gegenſtände, daſs fie der Künſtler faſt nur anzudeuten braucht, um unfre Einbildungskraft zu beſtechen.
bsb10502062_00042_67	1816	1	00042	GESCHICHTE	68	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502062/canvas/42/view	Wie viel andre Verknüpfungen ſtellten ſich der Einbildungskraft derer dar, welche ſich alle Umſtände des Turniers zurückriefen!
bsb10502008_00508_50	1796	4	00508	GESCHICHTE	51	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502008/canvas/508/view	In dem Prologus Galeatus, den er ſeinem 3ten Buch vorausſchickt, erinnert er übrigens, er werde ſich bey der Erklärung der alten heiligen Gedichte nur an die Hauptſache halten, ohne ſich um alle Details, oder um die Verzierungen und epiſodiſchen Fictionen zu bekümmern, die ihren Grund bloſs in der Einbildungskraft des Poeten haben.
bsb10502015_00087_62	1798	3	00087	SCHÖNE KÜNSTE	63	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502015/canvas/87/view	Sie wiſſen ſo vortrefflich mit den Dolchen umzuſpringen, daſs es kein Wunder iſt, wenn ihre einmal angeſteckte Einbildungskraft nachher jedes öffentlich gewordene Urtheil eines Privatmannes oder Recenſenten, der doch ſchon damit geſtraft wird, ſie leſen zu müſſen, für einen Dolchſtich hält, den ſie ſich ebenfalls durch auswärts gekehrte Stacheln, als da ſind Vorreden oder Nachreden oder launige Einſchaltungen ängſtlich abzuhalten ſuchen, wie es denn auch hier der Fall iſt.
bsb10502011_00084_48	1797	3	00084	ARZNEYGELAHRTHEIT	49	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502011/canvas/84/view	Dann bildet ſich durch nach und nach entſtandene Fertigkeit des Seelenorgans die Einbildungskraft, und die Seele erlangt die Fahigkeit Vorſtellungen unter einander zu vergleichen und zu beurtheilen.
bsb10501992_00013_99	1792	2	00013	PHILOSOPHIE	100	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501992/canvas/13/view	Giebt es nicht Handlungen des Gemüths, durch welche Gegenſtände (zumal in der weiten Bedeutung, in welcher Hr. S. dieſes Wort nimmt) hervorgebracht werden, z. B. Handlungen der productiven Einbildungskraft, ohne daſs ein Begehren ſtatt finde?
bsb10502012_00026_42	1797	4	00026	PHILOSOPHIE	43	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502012/canvas/26/view	Seelenlehre ſelbſt 1) Theorie des Vorſtellens, Einleitung, Theorie ſelbſt 1) Theorie der Sinnlichkeit 1) äuſere Sinne 2) vom innern Sinne 3) von der Einbildungskraft.
bsb10502092_00360_30	1825	3_4	00360	GESCHICHTE	31	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502092/canvas/360/view	Darum aber iſt das Werk als Verarbeitung der geſchichtlichen Maſſe zu einem Ganzen nicht weniger dramatiſch; was auch ſchon daraus gefolgert werden könnte, daſs wenige Staaten wechſelreichere Schickſale durchlebten als Venedig und kaum irgend ein anderer ſo vielen Stoff der Einbildungskraft des Dichters darbietet.
bsb10502093_00152_81	1825	5	00152	ARZNEYGELAHRTHEIT	82	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502093/canvas/152/view	– Gefahren der Einbildungskraft. –
bsb10502008_00427_37	1796	4	00427	PHILOSOPHIE	38	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502008/canvas/427/view	Einige Vermögen, die zuſammenwirken, und nur in der Abſtraction von einander getrennt werden, ſind hier ohne Noth von einander abgefondert z. B. das Wahrnehmungsvermögen von den Empfindungen und der Einbildungskraft, ungeachtet der Vf. ſelbſt S. 327. 2 A. ſagt, es geböre zu den Sinnen und der Einbildungskraft felbſt.
bsb10502082_00429_18	1821	1_2	00429	GESCHICHTE	19	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502082/canvas/429/view	Unſere Leſer werden in dem Vf. den jungen Franzoſen erkennen, wie er leibt und lebt: regſam witzig, dienſtfertig, ehrliebend, mit Menſchen und Geſchäften leicht umgänglich, ſeinem Herrn und Meiſter zugethan, zugleich geziert, liebelnd, mit der Einbildungskraft mehr als mit dem Nachſinnen beſchäftigt, und hochfahrend.
bsb10502030_00512_79	1803	2	00512	SCHÖNE KÜNSTE	80	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502030/canvas/512/view	Es giebt Redner, die in ihren Werken durch eine unendliche Ideenfülle des Hörers Einbildungskraft in ſolchen Grade beleben, daſs ſie zur Erregung des beabſichtigten Gefühls ſchöpferiſch wirkt.
bsb10541099_00133_6	1794	3	00133	ERBAUUNGSSCHRIFTEN	7	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10541099/canvas/133/view	„Die Religion iſt nicht eine vom menſchlichen Leben getrennte, mit unſern übrigen Angelegenheiten gar nicht verbundene, in unſre irrdiſchen Bedürfniſſe, Verhältniſſe und Pflichten gar nicht eingreifende, müſsige, nur den Verſtand oder *** gar nur unſre Einbildungskraft beſchäftigende Wiſſen*** ſchaft, ſondern eine Wiſſenſchaft des Lebens, eine Anleitung, wie wir in jeder Lage und in jeder Verbindung unſers Lebens uns ſo verhalten, unſre Bedürfniſſe ſo befriedigen, unſre Verhältniſſe ſo benutzen, und unſre Pflichten ſo erfüllen ſollen, daſs wir Gottes Abſichten an uns erreichen, unſrer gegenwärtigen Beſtimmung gemäſs handeln, und uns zugleich auf eine andere höhere Beſtimmung vorbereiten.“
bsb10628808_00016_108	1793	3	00016	PHILOSOPHIE	109	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/16/view	Jener treibt das Spiel der Einbildungskraft als Geſchäft der Vernunft, indem er die Darſtellung der äſthetiſchen Ideen, die er einzig beabſichtiget, durch den Ausdruck der Gedanken in der That bewirkt.
bsb10628808_00014_101	1793	3	00014	PHILOSOPHIE	102	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/14/view	[Die beſondere Deduction für das Urtheil über das Erhabene, die eben ſo wenig überflüſſig ſcheint, würde folgendermaſsen ausfallen müſſen: Wenn die Vernunft praktiſch, das heiſst, vermittelſt der die Befriedigungen des Begehrens beſtimmenden Freyheit, folglich unabhängig von der Sinnlichkeit, wirkſam ſeyn ſoll; ſo muſs die an die Sinnlichkeit gebundene Einbildungskraft, durch welche die Vernunft im theoretiſchen Gebrauch nur beſchränkt, (d. i. beym Erkennen nur auf die Sinnenwelt eingeſchränkt) werden kann, im praktiſchen Gebrauch (d.i. bey den Willenshandlungen) den Functionen der Vernunft zur Erweiterung dienen können, und es muſs in ſoferne zwiſchen der Vernunft und der Einbildungskraft eine Zuſammenſtimmung im Gemüthe a priori beſtimmt ſeyn, die darinn beſteht, daſs die Beſchränktheit der Einbildungskraft der praktiſchen Vernunft angemeſſen, oder welches eben ſo viel iſt, daſs das Gebundenſeyn der Einbildungskraft an die Sinnlichkeit für den Vernunftgebrauch beym Wollen zweckmäſsig iſt.
bsb10502060_00221_105	1815	3	00221	VERMISCHTE SCHRIFTEN	106	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502060/canvas/221/view	„Die Deutſchen, heiſst es weiter, gefallen ſich im Ideale, weil nichts in ihrer Gegenwart liegt, was die Einbildungskraft anſpricht.“
bsb10502077_00412_58	1819	4	00412	GESCHICHTE	59	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502077/canvas/412/view	Nicht bloſs frey, ſondern gar nicht überſetzt, vielmehr ein deutſches Machwerk wird dieſe Schrift ſeyn, von einem Vf., der zur weſtphäliſchen Zeit zu Caſſel lebte, einigermaſsen zu ſehen und zu hören verſtand, und mit Hülfe von Schulkenntniſſen und Einbildungskraft ſein Wiſſen um Sachen mit ſeinem Nichtwiſſen zu dem Schein einer nicht ganz unwahrſcheinlichen Erzählung verſchmolz, welche er ſelbſt eine chronique ſcandaleuſe nennt, und worauf er Betrachtungen über die europ. Staatenlage als vermuthliches Ergebniſs aus Las Caſas Papieren folgen läſst.
bsb10502057_00446_108	1814	4	00446	PHILOSOPHIE	109	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/446/view	Dem Verſtande müſſen andere Sinne, die Einbildungskraft, das Gedächtniſs, u. ſ. w. in die Hände arbeiten.
bsb10502002_00097_62	1795	3	00097	SCHÖNE KÜNSTE	63	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502002/canvas/97/view	Er beſitzt einiges Gefühl und etwas Einbildungskraft; er hat, doch, wie es fcheint, nur auf einem kleinen Schauplatze, mancherley beobachtet; er hat einige guten Schriften geleſen.
bsb10502094_00113_21	1826	1_2	00113	ERBAUUNGSSCHRIFTEN	22	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/113/view	Daſs Gebete in metriſcher Form, wenn ſie ſonſt aus wahrhaft religiöſer Begeiſterung hervorgegangen und ihrem Charakter nach poetiſch ſind, dem Gemüthe zuſagen, und ſowohl zur häuslichen als öffentlichen Andacht (nur nicht in eigentlichen Predigten, wo jede Vermiſchung der Redekunſt mit der Dichtkunſt an das Horaziſche varias inducere plumas erinnert) mit Nutzen gebraucht werden können, wird Niemand beſtreiten, der da weiſs, wie vorzüglich geſchickt die Sprache der Poeſie iſt, „das Herz zu bewegen, die Einbildungskraft zu beleben und den Verſtand auf eine angenehme Weiſe zu beſchäftigen.“
bsb10501965_00038_18	1785	4	00038	PHILOSOPHIE	19	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501965/canvas/38/view	Daher ihre Abgezogenheit von der Welt, ihre Einſenkungen in ſich ſelber, ihr leidentliches Ueberlaſſen an religiöſe von der Einbildungskraft verſinnlichte Eindrücke, und ihre Wohlbehaglichkeit in einem Zuſtande, wo nichts mit Anſtrengung gedacht, ſondern alles nur in träger Ruhe beſchauet, oder in entzückender Hitze gefühlt wird.
bsb10501991_00034_21	1792	1	00034	PHILOSOPHIE	22	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/34/view	Fiction, „Erdichtung, iſt in der allgemeinſten Bedeutung eine Operation der Einbildungskraft, wodurch eine nicht objectiv nothwendige Einheit in Mannigfaltigen eines Objects hervorgebracht wird.
bsb10502006_00417_39	1796	2	00417	ARZNEYGELAHRTHEIT	40	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502006/canvas/417/view	Er nimmt auch die unglaublichſten Geſchichten von der Wirkung der Einbildungskraft der Mutter auf das Kind im Mutterleibe für wahr an, ohne dieſelben auch nur im geringſten zu prüfen: ſelbſt jene alte Fabel erzählt er treuherzig den Dighby nach, daſs ein Mehſch, oder auch jedes Thier, die grauſamſten Schmerzen im After empfinde, wenn man ſeinen Unrath ins Feuer wirft, oder verbrennt, und daſs man Menſchen und Thiere in groſse Lebensgefahr bringen kann, wenn man den Unrath derſelben langſam im Rauch ausdörrt.
bsb10502005_00480_54	1796	1	00480	PHILOSOPHIE	55	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502005/canvas/480/view	6) Grade der Einbildungskraft.
bsb10502024_00348_10	1801	4	00348	PHILOSOPHIE	11	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502024/canvas/348/view	Der Mensch handelt hier wie das Thier, dann durch Inſtiucte, dann durch Einbildungskraft angetrieben, ohne daſs Verſtaud und Vernunft daran den mindeſten Antheil haben.
bsb10502000_00073_99	1795	1	00073	ERBAUUNGSSCHRIFTEN	100	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502000/canvas/73/view	Auſser den bekannten Schwierigkeiten, welche alle wahre Volksdichtung ſo äuſserſt ſelten machen, mangeln uns religiöſe chriſtliche Volksgeſänge aus einem eigenen Grunde faſt ganz; deswegen nemlich, weil alle gangbare Religionsvorſtellungen entweder blos für die Vernunft bearbeitet, und wohl gar durch ein Gemiſch von Myſtik und Vernunftglauben zu Subtilitäten ausgeſponnen worden ſind, oder, wenn ſie mit Empfindungen verbunden werden, nur an die gröbſten Gefühle, an die craſſeſten Fictionen der Einbildungskraft angeknüpft wurden; wie dieſs letztere in den Lehren von der Buſſe, von göttlicher Strafgerechtigkeit, von Holle und Himmel u. f. w. gewöhnlich geſchieht.
