Volume	Page	Line	KWIC	URL	Column
bsb10501991	00411	30	redet ? welcher eine zauberiſche Einbildungskraft mit	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/411/view	VERMISCHTE SCHRIFTEN
bsb10501991	00411	65	de Einbildungskraft ergreift immer nur in unbedeuten-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/411/view	VERMISCHTE SCHRIFTEN
bsb10501991	00411	87	ſchaffenden Einbildungskraft, an dieſem Inhalte verliert,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/411/view	VERMISCHTE SCHRIFTEN
bsb10501991	00412	13	regelmäſsigſten Einbildungskraft und des unbeſtändig-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/412/view	VERMISCHTE SCHRIFTEN
bsb10501991	00412	57	Einbildungskraft dichtete, zündet ein übermächtiges um	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/412/view	VERMISCHTE SCHRIFTEN
bsb10501991	00413	19	Einbildungskraft, das war ſein höchſtes, ſein einziges	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/413/view	VERMISCHTE SCHRIFTEN
bsb10501991	00413	77	gen, und die Einbildungskraft; die erregten Wünſche	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/413/view	VERMISCHTE SCHRIFTEN
bsb10501991	00414	79	ches andre, aus R's ſchwarzer Einbildungskraft entſprun-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/414/view	VERMISCHTE SCHRIFTEN
bsb10501991	00415	34	tigte Einbildungskraft hinzugedacht. Aber die Hauptzüge	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/415/view	VERMISCHTE SCHRIFTEN
bsb10501991	00415	43	Nach den Eingebungen der Einbildungskraft, die jene	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/415/view	VERMISCHTE SCHRIFTEN
bsb10501991	00415	54	Tugend, mit denen ſeine Einbildungskraft angefüllt war.	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/415/view	VERMISCHTE SCHRIFTEN
bsb10501991	00415	84	de des Herzens ganz wohl, daſs die Spiele ſeiner Einbildungskraft nicht wahre Begebenheiten waren. Iſt es	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/415/view	VERMISCHTE SCHRIFTEN
bsb10501991	00416	27	Einbildungskraft den gröſsten Antheil. Sollte wohl ir-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/416/view	VERMISCHTE SCHRIFTEN
bsb10501991	00417	11	Curius ſeiner Einbildungskraft vorſchwebte, mit dem er	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/417/view	VERMISCHTE SCHRIFTEN
bsb10501991	00417	66	ten? Wenn ſollte wohl die Einbildungskraft nie den	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/417/view	VERMISCHTE SCHRIFTEN
bsb10501991	00417	75	worfene, Spiel der Einbildungskraft und der Empfindun-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/417/view	VERMISCHTE SCHRIFTEN
bsb10501991	00463	67	ſeiner Einbildungskraft in einer	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/463/view	SCHÖNE KÜNSTE
bsb10501991	00481	106	„hirn, unſrer Einbildungskraft, nicht irgend einem	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501991/canvas/481/view	ERBAUUNGSSCHRIFTEN
bsb10628808	00012	51	Geſtalt des Objectes auffaſſenden, Einbildungskraft be-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/12/view	PHILOSOPHIE
bsb10628808	00012	71	ſchäftigung der Einbildungskraft zum Verſtande beſteht.	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/12/view	PHILOSOPHIE
bsb10628808	00012	93	ſchen den Vermögen der Einbildungskraft und des Ver-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/12/view	PHILOSOPHIE
bsb10628808	00012	96	beſchäftigten Einbildungskraft mit dem Verſtande durch	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/12/view	PHILOSOPHIE
bsb10628808	00012	107	gung der Einbildungskraft, webey dieſelbe frey, aber	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/12/view	PHILOSOPHIE
bsb10628808	00013	27	ken der Einbildungskraft in der Zuſammenfaſſung zu ei-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/13/view	PHILOSOPHIE
bsb10628808	00013	29	der Einbildungskraft unangemeſſen, aber eben dadurch,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/13/view	PHILOSOPHIE
bsb10628808	00013	50	nen Bilde durch die Einbildungskraft dargeſtellt werden.	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/13/view	PHILOSOPHIE
bsb10628808	00013	52	ne Einbildungskraft ein Maximum der Darſtellung für	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/13/view	PHILOSOPHIE
bsb10628808	00013	59	durch die daritellende Einbildungskraft nicht erreicht	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/13/view	PHILOSOPHIE
bsb10628808	00013	65	der Unangemeſſenheit unſerer Einbildungskraft zur Grö-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/13/view	PHILOSOPHIE
bsb10628808	00013	69	lichkeit [durch die Einbildungskraft gebunden iſt) ver-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/13/view	PHILOSOPHIE
bsb10628808	00013	74	ſelbe Ganze, welches darzuſtellen die Einbildungskraft	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/13/view	PHILOSOPHIE
bsb10628808	00013	85	ſich vergeblich anſtrengenden Einbildungskraft erfolgt,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/13/view	PHILOSOPHIE
bsb10628808	00013	88	ſeiner alle Schranken der Einbildungskraft überſchreiten-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/13/view	PHILOSOPHIE
bsb10628808	00014	56	de Einbildungskraft beurtheilt, wahrend die ſinnlich	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/14/view	PHILOSOPHIE
bsb10628808	00014	75	mögen der Einbildungskraft und des Verſtandes müſſe als	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/14/view	PHILOSOPHIE
bsb10628808	00014	92	ne Einbildungskraft, durch welche die Vernunft im theore-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/14/view	PHILOSOPHIE
bsb10628808	00014	98	und der Einbildungskraft eine Zuſammenſtimmung im	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/14/view	PHILOSOPHIE
bsb10628808	00014	100	die Beſchräuktheit der Einbildungskraft der praktiſchen	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/14/view	PHILOSOPHIE
bsb10628808	00014	102	daſs das Gebundenſeyn der Einbildungskraft an die Sinn-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/14/view	PHILOSOPHIE
bsb10628808	00014	107	ſchränkten Einbildungskraft, und dem Bewuſstſeyn des	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/14/view	PHILOSOPHIE
bsb10628808	00014	111	Beſchäftigung der Einbildungskraft: alſo hat jenes Ur-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/14/view	PHILOSOPHIE
bsb10628808	00015	21	ſchen Einbildungskraft und Verſtand gegründet, und al-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/15/view	PHILOSOPHIE
bsb10628808	00015	100	ſchäftigung der Einbildungskraft, die durch ſich ſelbſt	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/15/view	PHILOSOPHIE
bsb10628808	00015	106	Beſchauen des Werkes beſchäftigte Einbildungskraft	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/15/view	PHILOSOPHIE
bsb10628808	00016	52	iſt eine Vorſtellung der Einbildungskraft, die eine Men-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/16/view	PHILOSOPHIE
bsb10628808	00016	95	ſchöne Kunſt mit dem freyen Spiele der Einbildungskraft	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/16/view	PHILOSOPHIE
bsb10628808	00016	107	nunft als ein Spiel der Einbildungskraft, inwiefern er	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/16/view	PHILOSOPHIE
bsb10628808	00016	109	ken ſtrebt. Jener treibt das Spiel der Einbildungskraft	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/16/view	PHILOSOPHIE
bsb10628808	00017	19	der Einbildungskraft in der Beſchauung der Geſtalten	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/17/view	PHILOSOPHIE
bsb10628808	00017	114	die in der Einbildungskraft ſcheinbar ſich darſtellenden	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/17/view	PHILOSOPHIE
bsb10628808	00018	35	gedacht wird, welches die Einbildungskraft be der	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/18/view	PHILOSOPHIE
bsb10628808	00018	49	mung zwiſchen den Vermögen der Einbildungskraft und	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/18/view	PHILOSOPHIE
bsb10628808	00018	61	der mit der Anſchauung beſchäftigten Einbildungskraft	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/18/view	PHILOSOPHIE
bsb10628808	00018	67	menſtimmung der mit ſeiner Geſtalt beſchäftigten Einbildungskraft zum Verſtande, als zweckmäſsig einge-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/18/view	PHILOSOPHIE
bsb10628808	00018	106	frey en Uebereinſtimmung, – beym Schönen der Einbildungskraft mit dem Verſtande, – beym Sittlich guten	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/18/view	PHILOSOPHIE
bsb10628808	00026	68	Piriſcher Gröſsen, die in ihrer Ünangemeſſenheit zur Einbildungskraft – mit der lernunft bey der Erhabenheit	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/26/view	PHILOSOPHIE
bsb10628808	00137	31	„menkunft zerſtören oft ſchleunig der Einbildungskraft	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/137/view	SCHÖNE KÜNSTE
bsb10628808	00298	25	ches Verguügen, Witz und Einbildungskraft mit dem	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/298/view	GESCHICHTE
bsb10628808	00513	85	Jugendgefühl, lebhafte Einbildungskraft, innige Theºnah-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628808/canvas/513/view	LITERARISCHE ANZEIGEN
bsb10502095	00146	114	ſehr wichtigen Unterſchied, daſs dem Rec. die Einbildungskraft, ſo wie ſie ohne den Verſtand wirkt,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502095/canvas/146/view	ARZNEYGELAHRTHEIT
bsb10502095	00671	83	de folgen gern in der Einbildungskraft dem Freunde	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502095/canvas/671/view	REISEBESCHREIBUNGEN
bsb10502081	00090	110	Träume der Einbildungskraft zu erſetzen, und das	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502081/canvas/90/view	PHILOSOPHIE
bsb10502081	00103	21	der Einbildungskraft angenehm ſich empfehlenden	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502081/canvas/103/view	SCHÖNE KÜNSTE
bsb10502081	00234	37	geglaubten Fürften die Einbildungskraft mit einem	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502081/canvas/234/view	VERMISCHTE SCHRIFTEN
bsb10502081	00238	69	begabt mit einer eben ſo ungemein beweglichen Einbildungskraft als tiefer Empfänglichkeit für alles	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502081/canvas/238/view	GESCHICHTE
bsb10502081	00284	56	gegebenen Bilde ihre Einbildungskraft darthaten,"	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502081/canvas/284/view	SCHÖNE KÜNSTE
bsb10502081	00389	90	Einbildungskraft, den Verſtand, das Gedächtniſs,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502081/canvas/389/view	THEOLOGIE
bsb10502081	00408	79	des Geſchmacks, welche der Einbildungskraft a	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502081/canvas/408/view	ERBAUUNGSSCHRIFTEN
bsb10502056	00178	28	ſeit ſeine Einbildungskraft ſchwächer geworden, ha-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502056/canvas/178/view	VERMISCHTE SCHRIFTEN
bsb10502056	00195	24	nur die Sinnlichkeit, die Einbildungskraft und der	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502056/canvas/195/view	THEOLOGIE
bsb10502056	00354	84	Thätigkeit der Einbildungskraft zu trennen iſt: ſo	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502056/canvas/354/view	THEOLOGIE
bsb10502056	00354	88	In der 1 heorie der Einbildungskraft würde die Be-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502056/canvas/354/view	THEOLOGIE
bsb10502056	00363	16	des Feuers der Einbildungskraft andern nach, ſo	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502056/canvas/363/view	GEMISCHTE LITERATUR
bsb10502056	00382	45	Gjeserzeugniſſen die Einbildungskraft nicht einen	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502056/canvas/382/view	GESCHICHTE
bsb10502042	00033	18	gen durch nächtliches Wirken der Einbildungskraft,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/33/view	VERMISCHTE SCHRIFTEN
bsb10502042	00037	55	S. 89. die Einbildungskraft als Bürgen für die Un-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/37/view	VERMISCHTE SCHRIFTEN
bsb10502042	00077	81	einem Spiele der Einbildungskraft, nicht durchge-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/77/view	NEUERE SPRACHKUNDE
bsb10502042	00107	24	Ä der Einbildungskraft zu beſchäftigen, geho-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/107/view	SCHÖNE KÜNSTE
bsb10502042	00107	71	ten erweckt wird, nur die Einbildungskraft in Thä-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/107/view	SCHÖNE KÜNSTE
bsb10502042	00263	89	Gegenſtande, vermittelſt der Einbildungskraft durch	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/263/view	SCHÖNE KÜNSTE
bsb10502042	00264	36	Sinn und Einbildungskraft!	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/264/view	SCHÖNE KÜNSTE
bsb10502042	00266	108	ſtererſcheinungen ſind reich an Einbildungskraft, und	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/266/view	SCHÖNE KÜNSTE
bsb10502042	00290	70	ſeiner Einbildungskraft und regen Mitgefühls trug er	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/290/view	VERMISCHTE SCHRIFTEN
bsb10502042	00386	34	werden in einfache, Gedächtniſs, Einbildungskraft,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/386/view	PHILOSOPHIE
bsb10502042	00386	64	Theorie der Einbildungskraft, nebſt einer klaren	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/386/view	PHILOSOPHIE
bsb10502042	00386	66	rühmteſten neuern Denker von der Einbildungskraft	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/386/view	PHILOSOPHIE
bsb10502042	00386	80	taſie und Einbildungskraft. Die Urſache, warum	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/386/view	PHILOSOPHIE
bsb10502042	00386	87	mit den Vorſtellungen der Einbildungskraft verbun-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/386/view	PHILOSOPHIE
bsb10502042	00386	106	und der gehörig beherrſchten Einbildungskraft, und	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/386/view	PHILOSOPHIE
bsb10502042	00439	30	Einbildungskraft ſtolzer Pedant der deutſchen Wortkräme.	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502042/canvas/439/view	STAATSWISSENSCHAFTEN
bsb10502043	00030	92	ſchöpferiſche Einbildungskraft, vermittel einer eignen	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502043/canvas/30/view	PHILOSOPHIE
bsb10502043	00379	98	nicht ſehr für die lebendiger Einbildungskraft fich	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502043/canvas/379/view	GESCHICHTE
bsb10502057	00093	55	hafte Einbildungskraft, ein oft blühender Stil und	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/93/view	SCHÖNE KÜNSTE
bsb10502057	00137	43	Feder geſagt hätte: denn Einbildungskraft und Ver-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/137/view	SCHÖNE KÜNSTE
bsb10502057	00201	12	die Einbildungskraft bezeichnet, die beherrſcht und	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/201/view	ERBAUUNGSSCHRIFTEN
bsb10502057	00237	65	gebenheiten erinnern, werden die Einbildungskraft	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/237/view	ERDBESCHREIBUNG
bsb10502057	00287	8	gelten läſst. „Das Feuer der Einbildungskraft , ſagt	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/287/view	PASTORALWISSENSCHAFT
bsb10502057	00337	60	Geheimniſsvolle, eurer Einbildungskraft, und der	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/337/view	ERBAUUNGSSCHRIFTEN
bsb10502057	00428	27	jed, die wahre Einbildungskraft der c - niſchen	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/428/view	ARZNEYGELAHRTHEIT
bsb10502057	00442	77	und Einbildungskraft öfter und angenehm beſchäfti-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/442/view	PHILOSOPHIE
bsb10502057	00443	44	der Einbildungskraft, um in iſen Zerſtreuung zu	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/443/view	PHILOSOPHIE
bsb10502057	00444	29	nung der Einbildungskraft - oder in Unterdrückung	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/444/view	PHILOSOPHIE
bsb10502057	00446	24	Sinne, der Verſtand, die Einbildungskraft, das Ge-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/446/view	PHILOSOPHIE
bsb10502057	00447	100	Krankheisen der Einbildungskraft. Sie iſt keiner an-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/447/view	PHILOSOPHIE
bsb10502057	00537	28	zu ſehr der Einbildungskraft oder vorgefaſster Mei-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502057/canvas/537/view	SCHÖNE KÜNSTE
bsb10502080	00035	58	der Einbildungskraft will er, daſs man dieſe alter-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502080/canvas/35/view	LITERARISCHE ANZEIGEN
bsb10502080	00161	21	Ausſchmückungen der Einbildungskraft, und end-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502080/canvas/161/view	THEOLOGIE
bsb10502080	00271	43	von dieſem und einer immer regen Einbildungskraft,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502080/canvas/271/view	SCHÖNE KÜNSTE
bsb10502080	00276	40	ſteht, alle vor unſre Einbildungskraft darzuſtellen	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502080/canvas/276/view	SCHÖNE KÜNSTE
bsb10502080	00336	15	fere Einbildungskraft ſah es ganz ruhig mit an, daſs	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502080/canvas/336/view	SCHÖNE KÜNSTE
bsb10502080	00391	58	nie der Einbildungskraft entlehnt. Wer das Buch lieſt,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502080/canvas/391/view	LITERARISCHE ANZEIGEN
bsb10502080	00422	65	ſcher oft irre führen, oder die Einbildungskraft Spu-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502080/canvas/422/view	GESCHICHTE
bsb10502094	00065	56	lille über die Mittel, ſich unſrer Einbildungskraft zu	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/65/view	GESCHICHTE
bsb10502094	00073	74	nam. – 5) Abgötterey. Sie überläſst ſich der Einbildungskraft. Wo der Geiſt mit dem Fleiſche ver-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/73/view	VERMISCHTE SCHRIFTEN
bsb10502094	00113	22	wegen, die Einbildungskraft zu beleben und den	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/113/view	ERBAUUNGSSCHRIFTEN
bsb10502094	00113	43	VVillen, und, um auf dieſe zu wirken, auch die Einbildungskraft und das Gefühl des Hörers in Anſpruch	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/113/view	ERBAUUNGSSCHRIFTEN
bsb10502094	00116	53	den, Sehnſucht, die Einbildungskraft mit vermeintlich	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/116/view	LITERARISCHE NACHRICHTEN
bsb10502094	00149	77	niſſes, – der Einbildungskraft, des Verſtandes,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/149/view	PÄDAGOGIK
bsb10502094	00227	96	exältirten Einbildungskraft. Deshalb iſt auch die	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/227/view	SCHÖNE KÜNSTE
bsb10502094	00362	71	des Bild, welches durch die Einbildungskraft leicht	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/362/view	ALTERTHUMSKUNDE
bsb10502094	00604	65	Die Einbildungskraft iſt ſein Hauptorgan, doch	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/604/view	PHILOSOPHIE
bsb10502094	00606	55	Gefſ erregte Einbildungskraft hingegeben hj	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10502094/canvas/606/view	PHILOSOPHIE
bsb10628809	00208	74	wiſſen Spiele der Einbildungskraft der Periktione ab,	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628809/canvas/208/view	PHILOSOPHIE
bsb10628809	00241	62	„Mühe verdrieſsen, auf dem Ambos der Einbildungskraft	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628809/canvas/241/view	SCHÖNE KÜNSTE
bsb10628809	00397	72	Begriff von der Einbildungskraft? 251. 7) La Fayette.	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628809/canvas/397/view	LITERARISCHE ANZEIGEN
bsb10628809	00472	15	gefuhl, lebhafte Einbildungskraft, nige Theilnahme an	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10628809/canvas/472/view	LITERARISCHE ANZEIGEN
bsb10501990	00201	44	wenn der, oft ſehr blinde, Eifer wider Werke der Einbildungskraft, und die hohe Mine, mit der man zuweilen	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501990/canvas/201/view	SCHÖNE KÜNSTE
bsb10501990	00224	20	wüchſen einer luxurirenden Einbildungskraft, die es ent-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501990/canvas/224/view	SCHÖNE KÜNSTE
bsb10501990	00303	78	hWoburg, abgeriſſene Scenen der Einbildungskraft, we-	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501990/canvas/303/view	LITERARISCHE ANZEIGEN
bsb10501990	00332	45	vor Augen hatte: erhitzten ſeine Einbildungskraft und	https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10501990/canvas/332/view	PHILOLOGIE
